file,Best_Baseline_Algo,Best_Baseline_Score,Best_TSPulse_Algo,Best_TSPulse_Score,TSPulse_ZS_ensemble,TSPulse2,Diff_TSPulse2_vs_Baseline,Diff_ZS_vs_Baseline,Diff_TSPulse2_vs_Best_TSPulse,Diff_TSPulse2_vs_Ensemble
644_YAHOO_id_94_WebService_tr_500_1st_1078,AutoEncoder,0.977014093947896,TSPulse_ZS_time,0.589469,0.403113,0.411738,-0.565276093947896,-0.38754509394789594,-0.17773100000000003,0.008624999999999994
869_OPPORTUNITY_id_28_HumanActivity_tr_500_1st_566,Sub-PCA,0.9924368845704568,TSPulse_ZS_future,0.653504,0.442524,0.423488,-0.5689488845704568,-0.3389328845704568,-0.230016,-0.019035999999999997
846_OPPORTUNITY_id_5_HumanActivity_tr_2085_1st_2185,Sub-PCA,0.9638030185637776,TSPulse_ZS_future,0.701494,0.102256,0.385566,-0.5782370185637775,-0.26230901856377764,-0.31592799999999993,0.28331
256_SVDB_id_20_Medical_tr_6264_1st_6364,KShapeAD,0.8903908665253718,TSPulse_ZS_ensemble,0.969086,0.969086,0.311776,-0.5786148665253719,0.0786951334746282,-0.6573100000000001,-0.6573100000000001
257_TAO_id_1_Environment_tr_500_1st_3,SR,0.9998350655849488,TSPulse_ZS_future,0.598474,0.113882,0.41366,-0.5861750655849488,-0.4013610655849489,-0.18481399999999992,0.29977800000000004
364_UCR_id_62_Sensor_tr_2833_1st_5988,Sub-MCD,0.9936684564944968,TSPulse_ZS_future,0.987144,0.47791,0.406603,-0.5870654564944968,-0.006524456494496733,-0.580541,-0.07130700000000001
680_YAHOO_id_130_Synthetic_tr_500_1st_893,IForest,1.0,TSPulse_ZS_ensemble,0.887296,0.887296,0.409915,-0.590085,-0.11270400000000003,-0.477381,-0.477381
040_WSD_id_12_WebService_tr_4559_1st_9714,KShapeAD,0.928110255828226,TSPulse_ZS_future,0.944603,0.353917,0.337674,-0.5904362558282261,0.016492744171773932,-0.606929,-0.016243000000000007
185_SMD_id_8_Facility_tr_5000_1st_15144,Sub-PCA,0.7496862280855435,TSPulse_ZS_future,0.876482,0.044367,0.157528,-0.5921582280855435,0.12679577191445646,-0.718954,0.11316100000000001
850_OPPORTUNITY_id_9_HumanActivity_tr_895_1st_995,USAD,0.9971669091187836,TSPulse_ZS_future,0.986273,0.451848,0.404638,-0.5925289091187835,-0.010893909118783629,-0.5816349999999999,-0.04721000000000003
165_Stock_id_17_Finance_tr_500_1st_7,SR,0.999931224484786,TSPulse_ZS_time,0.43417,0.385427,0.406563,-0.593368224484786,-0.565761224484786,-0.027606999999999993,0.021135999999999988
155_Stock_id_7_Finance_tr_500_1st_18,SR,0.9995209290278988,TSPulse_ZS_fft,0.828203,0.444247,0.405258,-0.5942629290278988,-0.17131792902789877,-0.422945,-0.038988999999999996
170_MITDB_id_1_Medical_tr_17675_1st_17775,KShapeAD,0.8781462254057208,TSPulse_ZS_time,0.868253,0.667816,0.275821,-0.6023252254057209,-0.009893225405720796,-0.5924320000000001,-0.391995
840_Exathlon_id_31_Facility_tr_10766_1st_12590,USAD,0.9931424066766024,TSPulse_ZS_future,0.924717,0.074711,0.38915,-0.6039924066766024,-0.06842540667660235,-0.535567,0.314439
537_SMAP_id_7_Sensor_tr_2077_1st_5394,Sub-PCA,0.9980377653307482,TSPulse_ZS_future,0.251487,0.025655,0.39089,-0.6071477653307482,-0.7465507653307482,0.139403,0.36523500000000003
240_SVDB_id_4_Medical_tr_18462_1st_18562,KShapeAD,0.8220163298198647,TSPulse_ZS_time,0.648253,0.513166,0.21474,-0.6072763298198647,-0.17376332981986475,-0.433513,-0.298426
251_SVDB_id_15_Medical_tr_5421_1st_5521,KShapeAD,0.9862331589501394,TSPulse_ZS_fft,0.864257,0.717138,0.378814,-0.6074191589501394,-0.12197615895013936,-0.48544300000000007,-0.33832400000000007
339_UCR_id_37_Sensor_tr_2750_1st_5400,KMeansAD,0.9808159569947508,TSPulse_ZS_time,0.886956,0.701078,0.37333,-0.6074859569947508,-0.0938599569947508,-0.5136259999999999,-0.327748
741_YAHOO_id_191_WebService_tr_500_1st_1114,KMeansAD,0.8818222759859512,TSPulse_ZS_fft,0.375056,0.299408,0.27408,-0.6077422759859512,-0.5067662759859513,-0.10097600000000001,-0.025328000000000017
290_TODS_id_4_Synthetic_tr_500_1st_26,SR,0.90172775901021,TSPulse_ZS_fft,0.514287,0.401008,0.290583,-0.6111447590102099,-0.3874407590102099,-0.22370400000000007,-0.110425
183_SMD_id_6_Facility_tr_5925_1st_17580,SAND,0.98321322966905,TSPulse_ZS_time,0.890165,0.774952,0.368638,-0.61457522966905,-0.09304822966905002,-0.521527,-0.40631399999999995
292_TODS_id_6_Synthetic_tr_500_1st_11,Chronos,0.9783172752755692,TSPulse_ZS_future,0.880325,0.786589,0.359634,-0.6186832752755692,-0.0979922752755692,-0.520691,-0.426955
549_SMAP_id_19_Sensor_tr_1998_1st_2098,KMeansAD,0.9841511517372684,TSPulse_ZS_future,0.980818,0.172966,0.365062,-0.6190891517372684,-0.003333151737268447,-0.615756,0.192096
445_UCR_id_143_Environment_tr_6166_1st_19280,MOMENT (FT),0.671017893502728,TSPulse_ZS_fft,0.554134,0.320412,0.040584,-0.630433893502728,-0.11688389350272799,-0.5135500000000001,-0.27982799999999997
844_OPPORTUNITY_id_3_HumanActivity_tr_500_1st_566,USAD,0.9954658523123608,TSPulse_ZS_future,0.752719,0.499995,0.359917,-0.6355488523123609,-0.24274685231236082,-0.39280200000000004,-0.14007800000000004
546_SMAP_id_16_Sensor_tr_2117_1st_4770,KMeansAD,0.9593661663954566,TSPulse_ZS_time,0.807781,0.214621,0.320454,-0.6389121663954566,-0.1515851663954566,-0.48732699999999995,0.10583300000000001
017_NAB_id_17_Synthetic_tr_1007_1st_1805,POLY,0.8784963455516464,TSPulse_ZS_fft,0.726005,0.393819,0.237063,-0.6414333455516463,-0.15249134555164634,-0.488942,-0.15675599999999998
166_Stock_id_18_Finance_tr_500_1st_18,SR,0.999709052130718,TSPulse_ZS_fft,0.754279,0.549121,0.3573,-0.642409052130718,-0.245430052130718,-0.396979,-0.19182099999999996
140_MSL_id_1_Sensor_tr_530_1st_630,KShapeAD,0.9996409849330056,TSPulse_ZS_ensemble,0.76538,0.76538,0.356392,-0.6432489849330056,-0.23426098493300562,-0.40898799999999996,-0.40898799999999996
221_LTDB_id_6_Medical_tr_500_1st_26,SAND,0.7812123253213753,TSPulse_ZS_future,0.98179,0.545336,0.137086,-0.6441263253213753,0.20057767467862475,-0.844704,-0.40825
369_UCR_id_67_Sensor_tr_2750_1st_5400,KMeansAD,0.9799953449580702,TSPulse_ZS_ensemble,0.812514,0.812514,0.330652,-0.6493433449580701,-0.1674813449580702,-0.48186199999999996,-0.48186199999999996
106_WSD_id_78_WebService_tr_3363_1st_3463,MOMENT (FT),0.8881524721458884,TSPulse_ZS_time,0.873655,0.850363,0.237263,-0.6508894721458884,-0.01449747214588848,-0.636392,-0.6131
023_NAB_id_23_Facility_tr_4512_1st_16551,AutoEncoder,0.6900719491510368,TSPulse_ZS_ensemble,0.91214,0.91214,0.03498,-0.6550919491510367,0.2220680508489632,-0.8771599999999999,-0.8771599999999999
208_SMD_id_31_Facility_tr_5000_1st_15144,Sub-PCA,0.7379767148603048,TSPulse_ZS_fft,0.769144,0.40082,0.082861,-0.6551157148603048,0.031167285139695244,-0.6862830000000001,-0.317959
474_UCR_id_172_Environment_tr_2046_1st_6520,KMeansAD,0.91433295063083,TSPulse_ZS_time,0.356178,0.286538,0.257438,-0.6568949506308299,-0.55815495063083,-0.09874,-0.029100000000000015
843_OPPORTUNITY_id_2_HumanActivity_tr_808_1st_908,Sub-PCA,0.9698232047641542,TSPulse_ZS_future,0.995394,0.468566,0.311532,-0.6582912047641543,0.025570795235845822,-0.683862,-0.157034
284_NEK_id_8_WebService_tr_500_1st_976,Sub-PCA,0.9690287804530467,TSPulse_ZS_time,0.569196,0.46725,0.309669,-0.6593597804530467,-0.3998327804530467,-0.259527,-0.15758099999999997
258_TAO_id_2_Environment_tr_500_1st_4,SR,0.9999190240020308,TSPulse_ZS_fft,0.648622,0.424362,0.34036,-0.6595590240020308,-0.3512970240020308,-0.30826200000000004,-0.08400200000000002
854_OPPORTUNITY_id_13_HumanActivity_tr_1477_1st_1577,Sub-PCA,0.9937723835641996,TSPulse_ZS_future,0.959006,0.677062,0.3319,-0.6618723835641996,-0.03476638356419959,-0.627106,-0.3451620000000001
293_TODS_id_7_Synthetic_tr_500_1st_7,Chronos,0.6840174572582702,TSPulse_ZS_time,0.940779,0.722821,0.019638,-0.6643794572582702,0.2567615427417298,-0.921141,-0.703183
224_LTDB_id_9_Medical_tr_4456_1st_4556,Series2Graph,0.9447163916005548,TSPulse_ZS_time,0.91518,0.260474,0.278837,-0.6658793916005548,-0.029536391600554768,-0.636343,0.018363000000000018
219_LTDB_id_4_Medical_tr_3618_1st_3718,AutoEncoder,0.995335687046831,TSPulse_ZS_time,0.970055,0.478619,0.317158,-0.678177687046831,-0.025280687046830952,-0.6528970000000001,-0.16146100000000002
301_TODS_id_15_Synthetic_tr_500_1st_245,Series2Graph,0.7715285653946294,TSPulse_ZS_fft,0.85207,0.405419,0.085135,-0.6863935653946295,0.08054143460537055,-0.766935,-0.32028399999999996
234_SED_id_1_Medical_tr_3740_1st_3840,KShapeAD,0.9156915658786728,TSPulse_ZS_future,0.738101,0.008359,0.228843,-0.6868485658786728,-0.17759056587867283,-0.509258,0.22048399999999999
536_SMAP_id_6_Sensor_tr_2160_1st_5600,KShapeAD,0.9991440844772844,TSPulse_ZS_future,0.772826,0.604112,0.309267,-0.6898770844772844,-0.2263180844772844,-0.463559,-0.29484499999999997
212_SMD_id_35_Facility_tr_5925_1st_17580,USAD,0.9333167772710887,TSPulse_ZS_fft,0.858487,0.544794,0.239844,-0.6934727772710887,-0.07482977727108875,-0.618643,-0.30495
309_UCR_id_7_Medical_tr_3000_1st_5948,KShapeAD,0.9976534530921924,TSPulse_ZS_future,0.866452,0.168618,0.302996,-0.6946574530921925,-0.13120145309219244,-0.563456,0.134378
826_Exathlon_id_17_Facility_tr_11665_1st_13484,MOMENT (FT),0.9235161823559151,TSPulse_ZS_ensemble,0.737431,0.737431,0.227622,-0.6958941823559152,-0.1860851823559152,-0.509809,-0.509809
175_MITDB_id_6_Medical_tr_27274_1st_27374,Sub-KNN,0.7082150794648131,TSPulse_ZS_future,0.99311,0.231803,0.009289,-0.6989260794648131,0.28489492053518695,-0.9838210000000001,-0.22251400000000002
020_NAB_id_20_Synthetic_tr_1007_1st_2679,KMeansAD,0.999172240138404,TSPulse_ZS_future,0.929221,0.668779,0.291485,-0.707687240138404,-0.06995124013840404,-0.637736,-0.377294
141_MSL_id_2_Sensor_tr_500_1st_550,POLY,0.9275813823665444,TSPulse_ZS_time,0.924616,0.896045,0.213594,-0.7139873823665444,-0.0029653823665444223,-0.711022,-0.6824509999999999
213_SMD_id_36_Facility_tr_5925_1st_17580,USAD,0.9800933140630248,TSPulse_ZS_time,0.998063,0.53711,0.254451,-0.7256423140630248,0.017969685936975233,-0.743612,-0.282659
156_Stock_id_8_Finance_tr_500_1st_24,SR,0.9882580391985696,TSPulse_ZS_ensemble,0.751081,0.751081,0.249457,-0.7388010391985695,-0.23717703919856958,-0.501624,-0.501624
571_YAHOO_id_21_Synthetic_tr_500_1st_623,Lag-Llama,0.9823570064723552,TSPulse_ZS_future,0.311676,0.286578,0.231997,-0.7503600064723552,-0.6706810064723552,-0.079679,-0.05458099999999999
244_SVDB_id_8_Medical_tr_17803_1st_17903,KShapeAD,0.9498252948200988,TSPulse_ZS_time,0.897363,0.139135,0.193358,-0.7564672948200988,-0.05246229482009879,-0.704005,0.05422299999999999
545_SMAP_id_15_Sensor_tr_1173_1st_2750,TimesNet,0.9706143079678254,TSPulse_ZS_fft,0.800987,0.194802,0.210544,-0.7600703079678255,-0.16962730796782544,-0.590443,0.015742000000000006
845_OPPORTUNITY_id_4_HumanActivity_tr_7295_1st_27516,USAD,0.9739349221065868,TSPulse_ZS_time,0.621254,0.415248,0.213627,-0.7603079221065868,-0.35268092210658686,-0.40762699999999996,-0.201621
579_YAHOO_id_29_WebService_tr_500_1st_1342,KShapeAD,1.0,TSPulse_ZS_fft,0.863836,0.732521,0.236989,-0.763011,-0.13616399999999995,-0.626847,-0.495532
203_SMD_id_26_Facility_tr_7174_1st_21230,USAD,0.8401313104641397,TSPulse_ZS_ensemble,0.85181,0.85181,0.07292,-0.7672113104641397,0.011678689535860265,-0.77889,-0.77889
830_Exathlon_id_21_Facility_tr_10766_1st_12590,USAD,0.9886397810898266,TSPulse_ZS_time,0.965406,0.535123,0.21851,-0.7701297810898267,-0.023233781089826655,-0.746896,-0.31661300000000003
361_UCR_id_59_Medical_tr_3000_1st_7175,KMeansAD,0.993254334223809,TSPulse_ZS_fft,0.999589,0.471322,0.214458,-0.778796334223809,0.006334665776190906,-0.7851309999999999,-0.256864
657_YAHOO_id_107_WebService_tr_500_1st_1260,IForest,1.0,TSPulse_ZS_fft,0.990683,0.863371,0.217098,-0.782902,-0.00931700000000002,-0.773585,-0.646273
298_TODS_id_12_Synthetic_tr_500_1st_0,TimesFM,0.820314250555543,TSPulse_ZS_fft,0.410742,0.181027,0.02405,-0.796264250555543,-0.40957225055554297,-0.386692,-0.156977
198_SMD_id_21_Facility_tr_5925_1st_17580,POLY,0.9413658774452146,TSPulse_ZS_time,0.945532,0.574072,0.14468,-0.7966858774452146,0.004166122554785434,-0.800852,-0.429392
162_Stock_id_14_Finance_tr_500_1st_4,SR,0.99928498313424,TSPulse_ZS_future,0.990814,0.063132,0.193998,-0.80528698313424,-0.008470983134239995,-0.796816,0.130866
858_OPPORTUNITY_id_17_HumanActivity_tr_808_1st_908,CNN,0.9984870955180104,TSPulse_ZS_fft,0.801668,0.356319,0.186753,-0.8117340955180103,-0.19681909551801036,-0.6149150000000001,-0.169566
867_OPPORTUNITY_id_26_HumanActivity_tr_808_1st_908,Sub-PCA,0.9973456819500912,TSPulse_ZS_time,0.620906,0.441419,0.183539,-0.8138066819500912,-0.37643968195009125,-0.43736699999999995,-0.25788
788_YAHOO_id_238_WebService_tr_500_1st_973,KShapeAD,1.0,TSPulse_ZS_time,0.906158,0.565052,0.185991,-0.814009,-0.09384199999999998,-0.720167,-0.379061
205_SMD_id_28_Facility_tr_5925_1st_17580,MOMENT (FT),0.9774680706869848,TSPulse_ZS_ensemble,0.9514,0.9514,0.159339,-0.8181290706869848,-0.0260680706869848,-0.792061,-0.792061
552_YAHOO_id_2_Synthetic_tr_500_1st_893,IForest,1.0,TSPulse_ZS_ensemble,0.930288,0.930288,0.176565,-0.823435,-0.069712,-0.753723,-0.753723
821_Exathlon_id_12_Facility_tr_6985_1st_7085,USAD,0.9875835107071932,TSPulse_ZS_ensemble,0.872418,0.872418,0.157617,-0.8299665107071932,-0.11516551070719316,-0.714801,-0.714801
724_YAHOO_id_174_WebService_tr_500_1st_1030,TimesFM,0.8437620439694469,TSPulse_ZS_ensemble,0.87764,0.87764,0.01201,-0.8317520439694469,0.0338779560305531,-0.86563,-0.86563
860_OPPORTUNITY_id_19_HumanActivity_tr_808_1st_908,USAD,0.9995800386928292,TSPulse_ZS_fft,0.63405,0.557878,0.15063,-0.8489500386928293,-0.3655300386928292,-0.48342,-0.407248
540_SMAP_id_10_Sensor_tr_2051_1st_4575,KShapeAD,0.9907464373161669,TSPulse_ZS_fft,0.781105,0.636407,0.136087,-0.8546594373161669,-0.2096414373161668,-0.6450180000000001,-0.5003199999999999
495_UCR_id_193_Environment_tr_2046_1st_6520,KMeansAD,0.9051411408043036,TSPulse_ZS_time,0.765399,0.443563,0.037782,-0.8673591408043037,-0.13974214080430358,-0.7276170000000001,-0.405781
570_YAHOO_id_20_Synthetic_tr_500_1st_658,SR,0.9906919233604848,TSPulse_ZS_fft,0.741173,0.592703,0.117755,-0.8729369233604849,-0.24951892336048487,-0.623418,-0.474948
689_YAHOO_id_139_WebService_tr_500_1st_1073,KShapeAD,1.0,TSPulse_ZS_time,0.807391,0.222708,0.12351,-0.87649,-0.19260900000000003,-0.683881,-0.099198
856_OPPORTUNITY_id_15_HumanActivity_tr_808_1st_908,USAD,0.9895374559442452,TSPulse_ZS_ensemble,0.998136,0.998136,0.111117,-0.8784204559442452,0.008598544055754775,-0.887019,-0.887019
819_Exathlon_id_10_Facility_tr_10766_1st_12590,Sub-PCA,0.9995980728122246,TSPulse_ZS_future,0.440733,0.372457,0.108933,-0.8906650728122245,-0.5588650728122246,-0.3318,-0.263524
216_LTDB_id_1_Medical_tr_500_1st_266,SAND,0.9336614297964688,TSPulse_ZS_time,0.95783,0.121013,0.040005,-0.8936564297964689,0.024168570203531137,-0.917825,-0.081008
645_YAHOO_id_95_WebService_tr_500_1st_1047,KShapeAD,1.0,TSPulse_ZS_ensemble,0.932919,0.932919,0.104944,-0.895056,-0.06708099999999995,-0.827975,-0.827975
145_MSL_id_6_Sensor_tr_530_1st_630,KMeansAD,0.9970733346910404,TSPulse_ZS_ensemble,0.852773,0.852773,0.093742,-0.9033313346910404,-0.14430033469104042,-0.759031,-0.759031
420_UCR_id_118_Facility_tr_13750_1st_52600,Series2Graph,0.9358991750682896,TSPulse_ZS_time,0.56892,0.064028,0.0315,-0.9043991750682896,-0.3669791750682896,-0.53742,-0.032528
823_Exathlon_id_14_Facility_tr_10766_1st_12590,USAD,0.9999142103620434,TSPulse_ZS_fft,0.792237,0.279806,0.086249,-0.9136652103620434,-0.20767721036204345,-0.705988,-0.19355699999999998
191_SMD_id_14_Facility_tr_4596_1st_4696,MOMENT (ZS),0.9453218226865564,TSPulse_ZS_ensemble,0.751539,0.751539,0.021682,-0.9236398226865564,-0.19378282268655644,-0.729857,-0.729857
551_YAHOO_id_1_Synthetic_tr_500_1st_893,KShapeAD,1.0,TSPulse_ZS_fft,0.960425,0.927058,0.074583,-0.925417,-0.03957500000000003,-0.885842,-0.8524750000000001
862_OPPORTUNITY_id_21_HumanActivity_tr_500_1st_566,Sub-PCA,0.9942843304863896,TSPulse_ZS_future,0.812211,0.292747,0.064273,-0.9300113304863896,-0.18207333048638963,-0.747938,-0.22847399999999998
658_YAHOO_id_108_Synthetic_tr_500_1st_893,IForest,1.0,TSPulse_ZS_fft,0.552399,0.311917,0.063577,-0.936423,-0.447601,-0.488822,-0.24834
143_MSL_id_4_Sensor_tr_980_1st_3550,USAD,0.9998469738484012,TSPulse_ZS_future,0.858214,0.248224,0.045374,-0.9544729738484011,-0.14163297384840112,-0.81284,-0.20285
544_SMAP_id_14_Sensor_tr_1978_1st_4450,SAND,0.9937902417863944,TSPulse_ZS_future,0.726005,0.63035,0.038693,-0.9550972417863944,-0.2677852417863944,-0.687312,-0.591657
849_OPPORTUNITY_id_8_HumanActivity_tr_1100_1st_1200,Sub-PCA,0.9969112680194946,TSPulse_ZS_time,0.567852,0.495903,0.031985,-0.9649262680194945,-0.42905926801949457,-0.535867,-0.463918
237_SVDB_id_1_Medical_tr_11587_1st_11687,KShapeAD,0.9889733753758482,TSPulse_ZS_ensemble,0.684759,0.684759,0.021354,-0.9676193753758482,-0.30421437537584817,-0.663405,-0.663405
837_Exathlon_id_28_Facility_tr_8898_1st_8998,Sub-PCA,0.9996720028794096,TSPulse_ZS_fft,0.839027,0.122326,0.015914,-0.9837580028794096,-0.16064500287940964,-0.823113,-0.106412
649_YAHOO_id_99_WebService_tr_500_1st_1386,IForest,1.0,TSPulse_ZS_time,0.878652,0.252249,0.013614,-0.986386,-0.12134800000000001,-0.865038,-0.238635
810_Exathlon_id_1_Facility_tr_10766_1st_12590,USAD,0.9958298803352532,TSPulse_ZS_time,0.805919,0.121991,0.001841,-0.9939888803352532,-0.18991088033525316,-0.8040780000000001,-0.12015
