file,Dataset,Best_Algo,Best_Score,Oracle,TSPulse2,TSPulse2Triangulation,TSPulse2_llm_selection_ablated_ensemble,TSPulse2_llm_selection_ablated_fft,TSPulse2_llm_selection_ablated_forecast,TSPulse2_llm_selection_ablated_time,TSPulseFT,TSPulseZS
088_SVDB_id_5_Medical_tr_500_1st_168,SVDB,TSPulseFT,0.47,0.4034027012299593,0.3938855855654529,0.3938855855654529,0.299299117070253,0.4034027012299593,0.1457408987015715,0.3938855855654529,0.47,0.3657945460058771
089_SVDB_id_6_Medical_tr_50000_1st_83083,SVDB,TSPulseFT,0.47,0.212479485469426,0.1950337900516541,0.2038751658296995,0.1950337900516541,0.212479485469426,0.0231663020912669,0.2038751658296995,0.47,0.1692415634934921
091_SVDB_id_8_Medical_tr_500_1st_126,SVDB,TSPulseZS,0.4891551024744781,0.4889180549770436,0.4794540104923889,0.4794540104923889,0.4889180549770436,0.4827095836837308,0.1637082402725468,0.4794540104923889,0.47,0.4891551024744781
092_SVDB_id_9_Medical_tr_2674_1st_2774,SVDB,TSPulse2_llm_selection_ablated_fft,0.6493568361163862,0.6493568361163862,0.5945202799089611,0.6353980956709308,0.5945202799089611,0.6493568361163862,0.0775896772923516,0.6353980956709308,0.47,0.3438441993525306
093_SVDB_id_10_Medical_tr_500_1st_37,SVDB,TSPulse2,0.8549055909766746,0.8549055909766746,0.8549055909766746,0.8549055909766746,0.8508696839906708,0.8545478766088344,0.1608743323327727,0.8549055909766746,0.47,0.745373275793208
094_SVDB_id_11_Medical_tr_20100_1st_23611,SVDB,TSPulse2,0.6184898454173853,0.6184898454173853,0.6184898454173853,0.6184898454173853,0.4377213220184308,0.5931189273491241,0.019131397070903,0.6184898454173853,0.47,0.578139660527329
095_SVDB_id_12_Medical_tr_6264_1st_6364,SVDB,TSPulseFT,0.47,0.2573618342627745,0.2573618342627745,0.2323606677810884,0.0929888001148534,0.2573618342627745,0.0441093802467703,0.2323606677810884,0.47,0.2168760654609064
096_SVDB_id_13_Medical_tr_500_1st_444,SVDB,TSPulseFT,0.47,0.2243718893724737,0.2117241336354108,0.2117241336354108,0.1183767210932379,0.2243718893724737,0.0475690928474077,0.2117241336354108,0.47,0.170649667866699
097_SVDB_id_14_Medical_tr_1031_1st_1131,SVDB,TSPulse2,0.9557397762097276,0.9557397762097276,0.9557397762097276,0.9557397762097276,0.924566796727609,0.9544596469269896,0.2886787794475606,0.9557397762097276,0.47,0.9169796881489886
098_SVDB_id_15_Medical_tr_500_1st_303,SVDB,TSPulse2_llm_selection_ablated_fft,0.4844467720946943,0.4844467720946943,0.479097126387542,0.479097126387542,0.3766689538191698,0.4844467720946943,0.1013645979211398,0.479097126387542,0.47,0.3732868920482163
